Opportunities like this don't come along every day., tom like this t don ' come come every day .,Opportunities like this don't come along every day.,0.5454545454545454
I think Tom is dangerous., i think tom is dangerous .,I think Tom is dangerous.,1.0
He gathered his books together., he gathered his books together .,He gathered his books together.,1.0
Stay calm and do your ran best., your calm and your your your best,Stay calm and do your best.,0.42857142857142855
Where are they us? sending, where are you going your ?,Where are they sending us?,0.5
He we what is call a pioneer., he is what is called a . .,He is what we call a pioneer.,0.625
I'm beginning to get used to doing this., i ' m beginning to get it to this this .,I'm beginning to get used to doing this.,0.8181818181818182
He has a tendency to be pessimistic., he has a tendency to be ##pp ##pp ##ate ##ate .,He has a tendency to be pessimistic.,0.6363636363636364
Tom studies French well., tom studied french well well,Tom studies French as well.,0.6
She may have argued with him, but I don't think she could have hit him., i may have been with him , but do don ' t think she could have hit him .,She may have argued with him, but I don't think she could have hit him.,0.8421052631578947
I like living in the country., i like living in the country .,I don't like living in the country.,0.14285714285714285
surprise didn't want to I you., i didn ' t want to to you .,I didn't want to surprise you.,0.8888888888888888
I think you should Sunday quit., i think you should get quit,I think you should quit.,0.6666666666666666
tried to attract her attention., she to to her attention .,He tried to attract her attention.,0.16666666666666666
They've defused the bomb successfully., they ' ve bottle achieved the bomb immediately .,They've defused the bomb successfully.,0.6666666666666666
Thank you for helping me., i thank for helping helping .,Thank you for helping me.,0.5
If for some reason that happened, let's what would you do?, if for some reason that happened , let ' s what would,If for some reason that happened, what would you do?,0.5833333333333334
I'm sorry for not being more when you needed me to be., i ' m sorry for not being more when you needed me to be .,I'm sorry for not being more supportive when you needed me to be.,0.5333333333333333
She cursed him for causing the accident., she blamed him for caused the accident .,She cursed him for causing the accident.,0.75
She has about as many stamps as I do., he has about as many stamps as i . .,She has about as many stamps as I do.,0.8
Tom has been growing a beard all summer., tom has been beard a beard all his .,Tom has been growing a beard all summer.,0.7777777777777778
She asked One me for help., she asked one for for help,She asked me for help.,0.5
don't I own a television., don ' ' t own a tv .,I don't own a television.,0.625
Bad weather kept memory. us from going out., never weather kept your job we . .,Bad weather kept us from going out.,0.375
I really must be going., i really must be going .,I really must be going.,1.0
We're so proud of, we ' re so proud of,We're so proud of you!,1.0
Smoking has affected his health., he has not his his .,Smoking has affected his health.,0.5
He went room. to her upstairs, he went to to bed room room,He went upstairs to her room.,0.5714285714285714
I'm not the least bit worried about water losing my job., i ' m not the whole bit worried about my losing my job,I'm not the least bit worried about losing my job.,0.6153846153846154
I don't this shirt., i don ' t need this .,I don't want this shirt.,0.7142857142857143
Have you ever cheated on an exam?, have you ever betrayed on an french ?,Have you ever cheated on an exam?,0.75
My baby began crying, asking for milk., my baby began crying , please for milk .,My baby began crying, asking for milk.,0.8888888888888888
Tell me I what have to do., i me what i have to done .,Tell me what I have to do.,0.75
It the me gives creeps., he the woman gave me ##s .,It gives me the creeps.,0.2857142857142857
He has a fairly large fortune., he has a large large . .,He has a fairly large fortune.,0.7142857142857143
The natives saw an airplane then for the first time., the countries saw an airplane then for the first first .,The natives saw an airplane then for the first time.,0.8181818181818182
When do you mean start? to, when do you mean to your ?,When do you mean to start?,0.8571428571428571
Would you like some coffee?, would you like some coffee ?,Would you like some coffee?,1.0
He rushed out of the office., he ran out of the office .,He rushed out of the office.,0.8571428571428571
song sang a Japanese She for us., i said a very in for us .,She sang a Japanese song for us.,0.5
Does this make me fat? look, does this make me fat ? ?,Does this make me look fat?,0.7142857142857143
Do commanded you want to know why I lied to Tom?, do did you want to know why i lied to ?,Do you want to know why I lied to Tom?,0.18181818181818182
Tom thank have to didn't me., i didn ' t for me t me me,Tom didn't have to thank me.,0.4444444444444444
Reaction is not always the best course of action., he is not always the best ##st of habit .,Reaction is not always the best course of action.,0.7
You're not suggesting Tom could have done it, are you?, you ' re not saying tom could could it it , are you ?,You're not suggesting Tom could have done it, are you?,0.7857142857142857
All the date. tickets are sold out., the the date . tickets tickets .,All the tickets are sold out.,0.2857142857142857
I don't know what I'm going to do interviewed with you., i don ' t know what i ' m going to do here with you,I don't know what I'm going to do with you.,0.8
She squeezed teachers' a lemon for tea., she carried that much a . .,She squeezed a lemon for tea.,0.2857142857142857
I just care anymore., i just don t just,I just don't care anymore.,0.6
He commanded me to loaded leave the bedroom immediately., he ordered me to handle in the bedroom immediately,He commanded me to leave the bedroom immediately.,0.3333333333333333
I never quit. you to told, i never quit french you you ?,I never told you to quit.,0.2857142857142857
Why are you baby. wearing a sweater?, why are you so baby ? ?,Why are you wearing a sweater?,0.5714285714285714
As these trees grow tall, they rob the grass of light., he these those , those , they they the house of of .,As these trees grow tall, they rob the grass of light.,0.46153846153846156
I got up early this, i got up this this,I got up early this morning.,0.8
Who's Tom? Is he your new boyfriend?, who ' s tom you is he your ? boyfriend ?,Who's Tom? Is he your new boyfriend?,0.8181818181818182
I want to spend more time doing things that make me happy., i want to spend more time doing things things make me happy .,I want to spend more time doing things that make me happy.,0.9230769230769231
Tom isn't the only here who's a good singer., here isn ' t the only here who ' s a good singer .,Tom isn't the only one here who's a good singer.,0.35714285714285715
She had a crush on him., she had a crush on him .,She had a crush on him.,1.0
He bought her chocolates., he bought her blue ##s .,He bought her some chocolates.,0.5
The weather today than worse is yesterday., the weather today than worse is today .,The weather today is worse than yesterday.,0.625
I saw kinds you in the park yesterday., i saw tom people in . . .,I saw you in the park yesterday.,0.375
I know who it is you're looking for., i know who it who you ' re looking looking .,I know who it is you're looking for.,0.8181818181818182
I can't remember the last time I've seen you so excited about something., i can ' t remember the last time i ' ve seen you so excited about something .,I can't remember the last time I've seen you so excited about something.,1.0
I want have something to remember you by., i want something something to remember you by .,I want to have something to remember you by.,0.2222222222222222
Tell them what you told me., tell told what you told tell .,Tell them what you told me.,0.7142857142857143
There is no doubt in my mind that Tom will win the election., there is in doubt in my mind that tom will win the . .,There is no doubt in my mind that Tom will win the election.,0.8571428571428571
See what happens when you people advice?, what what happens if you put put ?,See what happens when you give people advice?,0.375
You may not remember me, but I remember you., you may not remember me , but i i you .,You may not remember me, but I remember you.,0.9090909090909091
Washing The accounts have been audited., he the supplies have been repaired ##d,The accounts have been audited.,0.0
My parents are very principal. old fashioned., my parents are very very . .,My parents are very old fashioned.,0.7142857142857143
The park is in the center of the city., the park is in the center of the city .,The park is in the center of the city.,1.0
I've already drunk half a bottle of wine while I was waiting for you., i ' ve already drinking half a bottle of wine while i was waiting for you .,I've already drunk half a bottle of wine while I was waiting for you.,0.9411764705882353
He is gentleman among gentlemen., he is among among your .,He is a gentleman among gentlemen.,0.3333333333333333
Look into the matter more carefully., stay into the matter matter . .,Look into the matter more carefully.,0.5714285714285714
Some photos were printed in black and white., he showed were dressed in black and white .,Some photos were printed in black and white.,0.6666666666666666
They were members the of middle class., both had of in of class class .,They were members of the middle class.,0.25
I'd love to have more children., i ' d love to have more children .,I'd love to have more children.,1.0
I do have one, i have have one,I do have one request.,0.75
I'm sorry if I frightened you., i ' m sorry if i frightened you .,I'm sorry if I frightened you.,1.0
I don't want Tom to see me like this., i don ' t want tom to see me this this .,I don't want Tom to see me like this.,0.9166666666666666
I know you are rich., i know you are rich .,I know you are rich.,1.0
Why don't you give a moment to talk?, why don ' t you give a a to talk ?,Why don't you give us a moment to talk?,0.6363636363636364
I am convinced of his innocence., i am convinced of his . .,I am convinced of his innocence.,0.8571428571428571
We found beautiful, blue lagoon on the far side of the island., i found music door blue blue door . near near of the island .,We found a beautiful, blue lagoon on the far side of the island.,0.14285714285714285
I heard her speaking English as fluently as an American., i heard her speak speak as fluent ##ly as an a .,I heard her speaking English as fluently as an American.,0.75
Do you want to out tonight?, do you want to out tonight tonight,Do you want to go out tonight?,0.7142857142857143
You'd be perfect for that., that ' d be perfect for that .,You'd be perfect for that.,0.875
I class. called on in English was, i just french on on . . .,I was called on in English class.,0.375
you ever gone skinny dipping?, you never gone skiing fishing ?,Have you ever gone skinny dipping?,0.0
was I very glad to hear the news., i am very glad to hear the news .,I was very glad to hear the news.,0.8888888888888888
I have an ever list growing of to-do items., i have an ever list of of . . . . .,I have an ever growing list of to-do items.,0.5
I want you to come somewhere with me., i want you to come here with me .,I want you to come somewhere with me.,0.8888888888888888
I'll tell you what to say., i ' ll tell you what to say .,I'll tell you exactly what to say.,0.5555555555555556
We saw what looked in an oasis like the desert., i saw what look in an blue like the word .,We saw what looked like an oasis in the desert.,0.45454545454545453
They were members the of middle class., both had of in of class class .,They were members of the middle class.,0.25
She said that it might be true., she said that it could be true .,She said that it might be true.,0.875
know. tell you what I I'll, don don what you you i ' ll .,I'll tell you what I know.,0.2222222222222222
The two sisters lived very around peacefully., a two brothers lives house around .,The two sisters lived very peacefully.,0.2857142857142857
Are you picking on me?, are you watching on my ?,Are you picking on me?,0.6666666666666666
He has powerful connections on, in the publishing industry., he has on on on on in . .,He has powerful connections in the publishing industry.,0.3333333333333333
The ice will crack beneath our weight., i ice will be under our weight .,The ice will crack beneath our weight.,0.625
Do you mother? your love, do your mother your your ?,Do you love your mother?,0.5
Why member are you freaking out?, why did are doing just ?,Why are you freaking out?,0.3333333333333333
Tom studying really enjoy didn't French., tom study for french french french . french .,Tom didn't really enjoy studying French.,0.3333333333333333
I didn't mean to pry., i didn ' t mean to talk .,I didn't mean to pry.,0.875
I only did my abandoned duty., i only did my job job,I only did my duty.,0.6666666666666666
Is death the only way out?, is i the only way out out,Is death the only way out?,0.7142857142857143
We have to our postpone departure., we have to have our have have .,We have to postpone our departure.,0.5
Armies invaded and conquered the enemy territory., many enemy and world the enemy enemy .,Armies invaded and conquered the enemy territory.,0.5
I wish you had come with us., i wish you could come with us .,I wish you had come with us.,0.875
I hope this doesn't ruin friendship., i hope this doesn ' t break your .,I hope this doesn't ruin our friendship.,0.6666666666666666
I disappoint knew you'd come back to me., i don ##sa ##pp you for your ' d come,I knew you'd come back to me.,0.1
I can hear you loud and clear., i can hear you and and clear .,I can hear you loud and clear.,0.875
Tom woke Mary up at 6:30 about she wasn't happy and that., we told mary up at at : 30 ' what wasn ' ' happy and . .,Tom woke Mary up at 6:30 and she wasn't happy about that.,0.5294117647058824
Tom was caught selling drugs to kids., tom was caught selling drugs to kids .,Tom was caught selling drugs to kids.,1.0
She remained single life. her all, she considered single for hand her .,She remained single all her life.,0.42857142857142855
Nothing is more important than empathy., nothing is more important than . .,Nothing is more important than empathy.,0.8571428571428571
I want to get married have and children., i want to get married with . . .,I want to get married and have children.,0.6666666666666666
You have. should go home now., i have . t go .,You should go home now.,0.16666666666666666
I believe this mine., i believe this your your,I believe this is mine.,0.6
Tom gave me thirty dollars., tom gave me thirty dollars .,Tom gave me thirty dollars.,1.0
Let me see that list., let me see those list .,Let me see that list.,0.8333333333333334
Feel ask to free any questions., i ask to free any questions .,Feel free to ask any questions.,0.5714285714285714
I somebody who can help us., i dad who can help us .,I know somebody who can help us.,0.14285714285714285
Reaction is not always the best course of action., he is not always the best ##st of habit .,Reaction is not always the best course of action.,0.7
He's attracted to Asian girls., he ' s interested to asian . .,He's attracted to Asian girls.,0.75
Night is when most people sleep., everyone is when most people sleep .,Night is when most people sleep.,0.8571428571428571
He had to share a bedroom with his brother., he had to share a bedroom with his brother .,He had to share a bedroom with his brother.,1.0
a have I few minutes to spare., i have a few minutes to by .,I have a few minutes to spare.,0.875
Their rooms are ignore always clean., your room are not always .,Their rooms are always clean.,0.3333333333333333
Why is my sister so mean to me?, why is my sister so mean to me ?,Why is my sister so mean to me?,1.0
I got hammered last night., i got ' last night .,I got hammered last night.,0.8333333333333334
Experts have failed to come with an explanation of why the explosion happened., we have not to come with an explain of what the earthquake happened .,Experts have failed to come up with an explanation of why the explosion happened.,0.21428571428571427
This is living our main goal., we is living our only goal,This is our main goal.,0.16666666666666666
Bad weather kept memory. us from going out., never weather kept your job we . .,Bad weather kept us from going out.,0.375
I want to know when my baggage is going to arrive., i want to know when my my is going to be .,I want to know when my baggage is going to arrive.,0.8333333333333334
I'd like to see you again., i ' d like to see you again .,I'd like to see you again.,1.0
Stop crying like a little girl., stop crying like a baby girl .,Stop crying like a little girl.,0.8571428571428571
I don't think it'll rain, but I'll take an umbrella just in case it does., i don ' t think it ' ll rain , but i ' ll take an umbrella just that case it does .,I don't think it'll rain, but I'll take an umbrella just in case it does.,0.9565217391304348
I'll never leave you alone again., i ' ll never to you alone again .,I'll never leave you alone again.,0.8888888888888888
He pressed his ear against the wall., he listened his ear against the wall .,He pressed his ear against the wall.,0.875
Do you accept credit, could you take your,Do you accept credit cards?,0.25
I want to spend more time doing things that make me happy., i want to spend more time doing things things make me happy .,I want to spend more time doing things that make me happy.,0.9230769230769231
Are you sure you're warm enough?, are you sure you ' re warm enough ?,Are you sure you're warm enough?,1.0
How could you not know?, how could you not know ?,How could you not know?,1.0
How show he didn't come up?, how ' ' didn didn ' come show ?,How come he didn't show up?,0.3333333333333333
Pass mother me the butter, please., just mother me the salt , please,Pass me the butter, please.,0.0
Do you think you can manage We'd to keep things going until I get back?, do you think you can manage our we ? us keep things ? ? ?,Do you think you can manage to keep things going until I get back?,0.4666666666666667
Did you give a copy of the disk to anyone?, did you give a copy of the copy to anyone ?,Did you give a copy of the disk to anyone?,0.9090909090909091
I have an idea she will come today., i have an idea it will come today .,I have an idea she will come today.,0.8888888888888888
She's a really nice speaks girl., she ' s a really nice speak .,She's a really nice girl.,0.875
a is There gold coin., he is a a sugar .,There is a gold coin.,0.5
is I can say All that I'd rather not go., i i can it it that i ' d rather not go .,All I can say is that I'd rather not go.,0.7692307692307693
Tom asked Mary to brew some coffee., tom asked mary to cup some coffee .,Tom asked Mary to brew some coffee.,0.875
These are your not forks., you are your not making .,These are not your forks.,0.3333333333333333
It isn't worthwhile going there., it isn ' t worth worth to there .,It isn't worthwhile going there.,0.7777777777777778
Not all people like dogs., not all for cats dogs .,Not all people like dogs.,0.6666666666666666
I'd like to look things over., i ' d like to look things over .,I'd like to look things over.,1.0
I wasn't offended by that., i wasn ' t offended by that .,I wasn't offended by that.,1.0
You've pretenses. a lot of nerve bringing me here under false got, i ' ve got a of of of of of of of . . . . .,You've got a lot of nerve bringing me here under false pretenses.,0.35294117647058826
It room? is their last movie., it room is is their .,It is their last movie.,0.3333333333333333
I go there every year., i go there every year .,I go there every year.,1.0
He asked us to help him., he asked us to help him .,He asked us to help him.,1.0
You should've called the cops., you should ' ve called . cops .,You should've called the cops.,0.875
How you can not know?, how can can not know ?,How can you not know?,0.8333333333333334
You must not eat too, you must not eat too,You must not eat too much.,1.0
I have idea no how I got here., i have no idea how i i here .,I have no idea how I got here.,0.8888888888888888
After he said it, he ashamed., i he said it , he did .,After he said it, he was ashamed.,0.625
The ball bounced up became high., your ball caught up milk milk,The ball bounced up high.,0.3333333333333333
Were you at the concert?, you you like the concert ?,Were you at the concert?,0.6666666666666666
What would you do island. if you were in my place?, why would you do your your if ? ? ? ?,What would you do if you were in my place?,0.36363636363636365
We need to expenses. conserve ammunition., we need to need need in,We need to conserve ammunition.,0.5
I couldn't make him understand my English., i couldn ' t make him understood my english .,I couldn't make him understand my English.,0.9
I didn't think you'd come back., i didn ' t think you ' d come back .,I didn't think you'd come back.,1.0
Please say hello to your parents., please your hello to your parents .,Please say hello to your parents.,0.8571428571428571
The weather is nice tonight., the weather is nice tonight .,The weather is nice tonight.,1.0
I don't like sand. It's coarse and rough and irritating and it gets everywhere., i don ' t like sand that it ' s rough and rough and rough and it gets everywhere .,I don't like sand. It's coarse and rough and irritating and it gets everywhere.,0.85
